Data Bencana;;;;;;;;;;;;;;;
No.;Kode Identitas Bencana;ID Kabupaten;Tanggal Kejadian;Kejadian;Lokasi;Kabupaten;Provinsi;Kronologi & Dokumentasi;Penyebab;Meninggal;Hilang;Terluka;Rumah Rusak;Rumah Terendam;Fasum Rusak
6326;3323 105 2022 02 07 1;3323;07/02/22;PUTING BELIUNG;Kec. Kedu Ds. Bandung gede;TEMANGGUNG;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas yang tinggi disertai angin kencang;;;;2;;0
6327;6305 101 2022 02 07 1;6305;07/02/22;BANJIR;Kec. Tapin Utara Kel. Randa Malingkung Kec. Lokpaikat Ds. Bitahan 2;TAPIN;KALIMANTAN SELATAN;Dokumentasi;Dipicu Hujan deras dengan intensitas tinggi;;;;0;81;0
6328;6306 101 2022 02 07 1;6306;07/02/22;BANJIR;Kec.  Loksado Ds. Halunuk  Ds.  Malinau Kec. Padang Batung Ds. Batu  Ds. Malilingin;HULU SUNGAI SELATAN;KALIMANTAN SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai meluapnya sungai yang melintasi Kab. HSS;;;;4;;1
6329;3515 105 2022 02 07 1;3515;07/02/22;PUTING BELIUNG;Kec.  Tanggulangin Ds. Kludan Ds. Ketegan  Ds. Kedensari;SIDOARJO;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;19;;0
6330;3202 105 2022 02 07 1;3202;07/02/22;PUTING BELIUNG;Kec. Parakansalak Ds. Parakansalak;SUKABUMI;JAWA BARAT;Dokumentasi;Dipicu hujan disertai angin kencang;;;;1;;0
6331;3212 102 2022 02 07 1;3212;07/02/22;TANAH LONGSOR;Kec. Kroya Ds. Layamulya Kec. Sukagumiwang            Ds.Sukagumiwang;INDRAMAYU;JAWA BARAT;Dokumentasi;Telah terjadi amblas tanggul sungai cimanuk sepanjang 500 m;;;2;0;;1
6332;3315 105 2022 02 07 1;3315;07/02/22;PUTING BELIUNG;Kec.  Tegowanu  Ds. Sukorejo  Kec. Gubug  Ds. Tambakan;GROBOGAN;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;3;;0
6333;5305 101 2022 02 07 1;5305;07/02/22;BANJIR;Kec Biboki Tampah Ds Tualene;TIMOR TENGAH UTARA;NUSA TENGGARA TIMUR;Dokumentasi;Dipicu Hujan deras dengan intensitas tinggi;;;;0;97;0
6334;1971 107 2022 02 07 1;1971;07/02/22;KEBAKARAN HUTAN DAN LAHAN;JL. Tanjung Bunga Kel. Air Itam Kec. Bukit Intan;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;;;;0;;0
6335;3327 105 2022 02 07 1;3327;07/02/22;PUTING BELIUNG;Kec.  Pemalang Kel. Pelutan;PEMALANG;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;3;;0
6336;3575 101 2022 02 06 1;3575;06/02/22;BANJIR;Kec. Bugul kidul Kel. Blandongan Kel. Bakalan Kec. Gadingrejo Kel. Karang Ketug;KOTA PASURUAN;JAWA TIMUR;Dokumentasi;Dipicu oleh hujan dengan intensitas tinggi;;;;0;366;0
6337;3203 102 2022 02 06 1;3203;06/02/22;TANAH LONGSOR;Kec.  Sukaresmi  Ds. Cikancana;CIANJUR;JAWA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi menyebabkan TP ambruk/longsor dan menimpa 1 unit rumah;2;;2;1;;0
6338;1701 101 2022 02 06 1;1701;06/02/22;BANJIR;Kec. Pino Raya Ds. Telaga Dalam Ds. Cinto Mandiri;BENGKULU SELATAN;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;33;0
6339;1306 105 2022 02 06 1;1306;06/02/22;PUTING BELIUNG;Kec.  Kudun Gantiang V Koto Timur Ds. Parit;PADANG PARIAMAN;SUMATERA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;1;;0
6340;3501 102 2022 02 06 1;3501;06/02/22;TANAH LONGSOR;Kec.  Pacitan Ds.  Ponggok;PACITAN;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil;;;;2;;0
6341;1801 101 2022 02 06 1;1801;06/02/22;BANJIR;Kec.  Lumbok Seminung Ds. Pekon Kagungan;LAMPUNG BARAT;LAMPUNG;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah Kecamatan Lumbok Seminung dan sekitarnya yang terjadi pada siang hingga malam hari mengakibatkan terjadinya banjir yang membawa material tanah dan bebatuan;;;;0;4;0
6342;3506 105 2022 02 06 1;3506;06/02/22;PUTING BELIUNG;Kec.  Puncu Ds. Wonorejo;KEDIRI;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang menyebabkan 1 pohon tumbang menimpa 1 unit fasum;1;;2;0;;0
6343;3513 101 2022 02 06 1;3513;06/02/22;BANJIR;Kec.  Tongas Ds. Tambakrejo Kec. Dringu Ds. Kedungdale;PROBOLINGGO;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi mengakibatkan banjir luapan di wilayah Ds. Tambakrejo, Kec. Tongas;;;;0;260;0
6344;3509 105 2022 02 06 1;3509;06/02/22;PUTING BELIUNG;Kec.  Patrang Kel. Patrang Kel. Gebang Kec. Kaliwates Kel. Jember Kidul Kec. Sukorambi Kel. Sukorambi;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;1;5;;1
6345;1705 101 2022 02 06 1;1705;06/02/22;BANJIR;Kec. Semidang  Ds. Muara Timput Kec. Air Periukan Ds. Padang Pelasa Kec. Seluma Selatan Ds. Sukarami;SELUMA;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;2;59;1
6346;3509 101 2022 02 06 1;3509;06/02/22;BANJIR;Kec. Kaliwates Kel. Jember Kidul;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;19;;0
6347;1706 101 2022 02 06 1;1706;06/02/22;BANJIR;Kec. Penarik Ds. Mekar Mulya;MUKOMUKO;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;11;0
6348;1709 101 2022 02 06 1;1709;06/02/22;BANJIR;Kec.  Talang Empat Ds. Pulau Panggung Ds. Jaya Karta Ds. aba Terunjam Kec. Pondok Kelapo Ds. Pagar Dewa Ds. Kembang Ayun Kec. Bang Haji Ds. Genting  Kec. Taba Penanjung Ds. Surau;BENGKULU TENGAH;BENGKULU;Dokumentasi;Dipicu oleh Hujan Lebat yang mengakibatkan luapan air sungai bengkulu dan merendam rumah warga serta tanah longsor;;;;1;96;0
6349;1703 101 2022 02 06 1;1703;06/02/22;BANJIR;Kec. Air Besi Ds. Tanjung Genting Kec. Ketahun Ds. Giri kencana Kec. Marga Sakti Sebelat Ds. Karya Pelita Kec. Pinang Raya Ds. Air Sebayur Kec. Lais Ds. Air Padang Kec. Batiknau Ds. Batik Nau Ds. Bintunan Ds. Suka Marga Ds. Pagar Ruyung Ds. Ulak Tanding Ds. Samban Jaya Ds. Taba Kilantang;BENGKULU UTARA;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;396;0
6350;3201 105 2022 02 06 1;3201;06/02/22;PUTING BELIUNG;Kec. Nanggung Ds. Bantar karet Kec. Sukajaya Ds. Pasir Madang Kec.  Cijeruk Ds. Palasari;BOGOR;JAWA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;31;;0
6351;3201 102 2022 02 06 1;3201;06/02/22;TANAH LONGSOR;Kec.  Ciawi Ds. Banjarsari;BOGOR;JAWA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi mengakibatkan TPT saluran air cikambangan  longsor  menimpah satu unit rumah;;;;1;;0
6352;3327 101 2022 02 06 1;3327;06/02/22;BANJIR;Kec.  Ulujami  Ds. Tasikrejo;PEMALANG;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;319;0
6353;1771 101 2022 02 06 1;1771;06/02/22;BANJIR;Kec. Muara Bangkahulu Kel. Bentiring Kel. Rawa Makmur Kec. Ratu Agung Kel. Sawah Lebar Baru Kec. Sungai Serut Kel. Tanjung Agung Kel. Tanjung Jaya Kel. Sukamerindu;KOTA BENGKULU;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi dan meluapnya air Sungai Bengkulu;;;;0;679;0
6354;6471 101 2022 02 06 1;6471;06/02/22;BANJIR;Kec.  Balikpapan Tengah Kel. Sumber Rejo;KOTA BALIKPAPAN;KALIMANTAN TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;5;0
6355;3505 105 2022 02 06 1;3505;06/02/22;PUTING BELIUNG;Kec.  Nglegok Ds. Kedawung;BLITAR;JAWA TIMUR;Dokumentasi;Dipicu oleh Hujan lebat disertai angin kencang yang terjadi sejak pukul 13.00 WIB di Wilayah Kec. Nglegok;;;;1;;0
6356;3310 105 2022 02 06 1;3310;06/02/22;PUTING BELIUNG;Kec. Bayat  Ds. Krakitan Ds. Jotangan  Ds. Dukuh Kec. Klaten Tengah   Ds. Jomboran;KLATEN;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;2;;0
6357;7301 105 2022 02 06 1;7301;06/02/22;PUTING BELIUNG;Kec.  Bontosikuyu Ds. Patilereng;SELAYAR;SULAWESI SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang mengakibatkan pohon tumbang menimpa rumah;;;;1;;0
6358;3301 105 2022 02 05 1;3301;05/02/22;PUTING BELIUNG;Kec. Patimuan  Ds. Rawaapu  Kec. Cilacap Tengah Kel. Gunung Simping;CILACAP;JAWA TENGAH;Dokumentasi;dipicu akibat hujan disertai angin kencang yang terjadi di wilayah Desa Rawaapu;;;;2;;0
6359;3301 102 2022 02 05 1;3301;05/02/22;TANAH LONGSOR;Kec. Dayeh Luruh  Ds. Bingkeng;CILACAP;JAWA TENGAH;Dokumentasi;dipicu akibat hujan yang terjadi di wilayah Kab. Cilacap dan struktur tanah yang labil dan menyebabkan longsor;;;;1;;0
6360;3204 102 2022 02 05 1;3204;05/02/22;TANAH LONGSOR;Kec. Cimenyan Ds. Padasuka;BANDUNG;JAWA BARAT;Dokumentasi;dipicu akibat hujan yang mengguyur wilayah Kab. Bandung serta struktur tanah yang labil menyebabkan tanah longsor;;;;1;;0
6361;3318 105 2022 02 05 1;3318;05/02/22;PUTING BELIUNG;Kec. Gabus Ds. Sugihrejo;PATI;JAWA TENGAH;Dokumentasi;dipicu akibat hujan disertai angin puting beliung yang terjadi di wilayah Kec. gabus menyebabkan beberapa unit rumah rusak dan lahan pertanian padi terdampak;;;;0;;0
6362;5107 102 2022 02 05 1;5107;05/02/22;TANAH LONGSOR;Kec. Bebadem Ds. Sibetan;KARANGASEM;BALI;Dokumentasi;dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi serta struktur tanah yang labil dan menyebabkan tanah longsor;;;;1;;0
6363;3375 101 2022 02 05 1;3375;05/02/22;BANJIR;Kec. Pekalongan Barat  Kel. Tirto;KOTA PEKALONGAN;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas hujan yang cukup tinggi sejak siang sampai malam hari;;;;0;;0
6364;1801 102 2022 02 05 1;1801;05/02/22;TANAH LONGSOR;Kec.  Balik Bukit Ds. Pekon Kubu;LAMPUNG BARAT;LAMPUNG;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi di wilayah Kec. Balik Bukit dan sekitarnya yang terjadi pada siang hingga malam hari mengakibatkan terjadinya tanah longsor di Pemangku Kayu Mulu;;;;2;;0
6365;3326 101 2022 02 05 1;3326;05/02/22;BANJIR;Kec.  Sragi Ds. Purwodadi Ds. Gebangkarep Ds. Bulak Pelem Kec. Tirto Ds. Pacar Ds. Pandanarum Ds. Samborejo Ds. Karangjompo Ds. Tegaldowo Ds. Tanjung;PEKALONGAN;JAWA TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;2640;1
6366;3514 101 2022 02 05 1;3514;05/02/22;BANJIR;Kec. Bangli Kel.Kalirejo Kel.Manaruwi Kel. Kalianyar  Ds. Tambakan Kel. Masangan Kec. Beji Ds. Beji Kel.Gunung Gangsir Ds. Gajah Bendo Ds.  Cangkring malang Ds. Kedung boto Ds. Kedungringin Ds. Kedungboto Kec. Gondang Wetan Ds. Sekarputih Ds. Bajangan Ds. Range Kec. Winongan Ds. Winongan Lor Ds. Prodo Ds. Menyarik Ds. Mendalan Ds.Winongan kidul Kec. Nguling Ds. Nguling Ds. Panunggul Ds. Mlaten Kec. Kraton Ds. Tambakrejo Kec. Gempol Ds. Gempol Kec. Gratin Ds. Kedawung Kulon Kec. Rejoso Ds. REJOSO LOR Ds. REJOSO KIDUL Ds. SADENGREJO Ds.TOYANING Ds.KEDUNGBAKO Ds.KAWISREJO Ds.ARJOSARI  Ds.JARANGAN Ds. PATUGURAN;PASURUAN;JAWA TIMUR;Dokumentasi;Dipicu oleh hujan dengan intensitas tinggi;;;;0;7717;0
6367;3328 101 2022 02 05 1;3328;05/02/22;BANJIR;Kec.  Jatinegara Ds. Capar Kec. Kedungbanteng Ds. Karanganyar  Ds. Tonggara Kec. Balapulang Ds. Balapulang;TEGAL;JAWA TENGAH;Dokumentasi;banjir di akibatkan oleh luapan suangai menyawak mengakibatkan tanggul jebol dan memasuki perkampungan warga;;;;0;16;0
6368;1704 101 2022 02 05 1;1704;05/02/22;BANJIR;Kec. Luas Kec. Tetap Kec. Semidang Gumay Kec. Kaur Utara Kec. Padang Guci Hilir Kec. Kaur Selatan Ds. Gedung Sako Kec. Meje Ds. Air Jelatang Kec. Nasal Ds. Suku Tiga;KAUR;BENGKULU;Dokumentasi;dipicu akibat hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Kaur dan berdampak tanah longsor dan banjir;;;;0;80;0
6369;3523 105 2022 02 05 1;3523;05/02/22;PUTING BELIUNG;Kec.  Widang Ds. Mrutuk;TUBAN;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas hujan yang cukup tinggi disertai angin kencang;;;;11;;0
6370;1611 101 2022 02 05 1;1611;05/02/22;BANJIR;Kec.  Pasemah Air Keruh Ds. Padanggelai Ds. muara rungga Ds. Padang bindu Ds. muara sindang Ds. Nanjungan;EMPAT LAWANG;SUMATERA SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;1;1078;0
6371;3604 105 2022 02 05 1;3604;05/02/22;PUTING BELIUNG;Kec. Ciomas Ds. Panyaungan;SERANG;BANTEN;Dokumentasi;dipicu akibat angin kencang yang terjadi di wilayah Kec. Ciomas;;;;1;;0
6372;1902 104 2022 02 04 1;1902;04/02/22;GELOMBANG PASANG / ABRASI;Dusun Teluk Dalam Desa Juru Seberang Kec. Tanjung Pandan;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;1;;;0;;0
6373;3372 102 2022 02 04 1;3372;04/02/22;TANAH LONGSOR;Kec.  Laweyan Kel. Pajang;KOTA SURAKARTA;JAWA TENGAH;Dokumentasi;hujan disertai angin kencang;;;;0;;0
6374;3507 105 2022 02 04 1;3507;04/02/22;PUTING BELIUNG;Kec. Jabung   Ds. Sidorejo;MALANG;JAWA TIMUR;Dokumentasi;hujan disertai angin kencang;;;;3;;0
6375;3278 105 2022 02 04 1;3278;04/02/22;PUTING BELIUNG;Kec. Cipedes Ds. Nagarasari;KOTA TASIKMALAYA;JAWA BARAT;Dokumentasi;dipicu akibat angin kencang yang terjadi di Kec. Cipedes dan menyebabkan rumah rusak sedang;;;;1;;0
6376;6107 101 2022 02 04 1;6107;04/02/22;BANJIR;Kec.  Sepauk Ds. Kemantan Kec. Rempunak Ds. Kuala Tiga;SINTANG;KALIMANTAN BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;1;;2;0;;18
6377;3202 102 2022 02 04 1;3202;04/02/22;TANAH LONGSOR;Kec.  Cibadak Ds. Sukasirna;SUKABUMI;JAWA BARAT;Dokumentasi;dipicu akibat hujan yang mengguyur wilayah Kab. Sukabumi dan struktur tanah yang labil sehingga menyebabkan longsor;;;;1;;0
6378;1408 107 2022 02 04 1;1408;04/02/22;KEBAKARAN HUTAN DAN LAHAN;Kec.  Siak Kecil Ds. Lubuk Gaung Kec. Bengkalis Ds. Sungai Alam;BENGKALIS;RIAU;Dokumentasi;Masih dalam penyidikan petugas terkait;;;;0;;0
6379;5307 101 2022 02 04 1;5307;04/02/22;BANJIR;Kec. Teluk Mutiara Kel. Welai Brat;ALOR;NUSA TENGGARA TIMUR;Dokumentasi;Dipicu oleh intensitas hujan yang cukup tinggi;;;;264;;3
6380;1705 101 2022 02 04 1;1705;04/02/22;BANJIR;Kec.  Seluma Utara Ds. Selingsingan Kel. Puguk;SELUMA;BENGKULU;Dokumentasi;dipicu akibat jebolnya gorong-gorong dan tanggul disebabkan luapan air sungai dan mengakibatkan banjir;;;;9;56;2
6381;1703 101 2022 02 04 1;1703;04/02/22;BANJIR;Kec. Ketahun Ds. Giri Kencana;BENGKULU UTARA;BENGKULU;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;30;0
6382;3213 105 2022 02 04 1;3213;04/02/22;PUTING BELIUNG;Kec. Kalijati Ds. Banggalamulya;SUBANG;JAWA BARAT;Dokumentasi;dipicu akibat hujan dengan intensitas sedang hingga lebat disertai angin kencang di wilayah Kec. Kalijati;;;;40;;0
6383;1801 102 2022 02 04 1;1801;04/02/22;TANAH LONGSOR;Kec.  Bandar Negeri Suoh;LAMPUNG BARAT;LAMPUNG;Dokumentasi;Akibat Intensitas Curah Hujan yang cukup tinggi di wilayah Kecamatan Bandar Negeri Suoh dan Sekitarnya pada malam hingga pagi hari mengakibatkan tanah longsor yang menyebabkan ambruknya jembatan di Jalan Lintas Sekincau penghubung Pemangku Talang Mulya, Pekon Negeri Jaya dengan Pekon Ringin Jaya Kecamatan Bandar Negeri Suoh.;;;;0;;1
6384;3303 105 2022 02 04 1;3303;04/02/22;PUTING BELIUNG;Kec.  Bukateja Ds. Karanggedang;PURBALINGGA;JAWA TENGAH;Dokumentasi;Curah hujan yang tinggi disertai Angin Kencang;;;1;0;;0
6385;5303 101 2022 02 03 1;5303;03/02/22;BANJIR;Kec. Kupang Tengah Ds. Oebelo;KUPANG;NUSA TENGGARA TIMUR;Dokumentasi;Dipicu oleh hujan dengan intensitas lebat yang terjadi di wilayah Kab. Kupang;;;;0;17;0
6386;3204 102 2022 02 03 1;3204;03/02/22;TANAH LONGSOR;Kec. Soreang Ds. Keramat Mulya;BANDUNG;JAWA BARAT;Dokumentasi;Dipicu hujan dan tanah yang labil mengakibatkan tanah longsor;;;;1;;0
6387;3573 101 2022 02 03 1;3573;03/02/22;BANJIR;Kec. Blimbing  Kel. Polowijen Kel. Purwantoro Kel. Blimbing Kel. Pandanwangi Kel. Arjosari Kel. Balearjosari Kel. Mojolangu;KOTA MALANG;JAWA TIMUR;Dokumentasi;Dipicu akibat hujan disertai angin kencang yang terjadi di wilayah Kota Malang dan menyebabkan pohon tumbang yang menutup badan jalan dan menimpa rumah warga.;1;;1;0;21;0
6388;3302 102 2022 02 03 1;3302;03/02/22;TANAH LONGSOR;Kec. Kembaran Ds. Bantarwuri;BANYUMAS;JAWA TENGAH;Dokumentasi;Dipicu hujan dan tanah yang labil mengakibatkan tanah longsor;;;;0;;0
6389;3302 101 2022 02 03 1;3302;03/02/22;BANJIR;Kec.  Sumpiuh Kel. Sumpiuh;BANYUMAS;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas intensitas tinggi;;;;0;9;0
6390;3507 105 2022 02 03 1;3507;03/02/22;PUTING BELIUNG;Kec. Singosari Ds. Tunjung Tirto Ds. Banjar Arum;MALANG;JAWA TIMUR;Dokumentasi;Dipicu hujan yang disertai angin kencang;;;;42;;0
6391;3210 102 2022 02 03 1;3210;03/02/22;TANAH LONGSOR;Kec.  Banjaran  Ds. Cimeong Kec. Lemah Sugih Ds. Cigaleuh Kec.  Cikijing Ds. Sindang Panji;MAJALENGKA;JAWA BARAT;Dokumentasi;Hujan dengan intensitas tinggi sehingga menimbulkan terjadinya longsor  Hujan Intensitas Sedang- Tinggi yang mengakibatkan terkikisnya Bahu jalan sehingga menghambat lalu lintas di Jalan Raya Cikijing - Darma.;;;;0;;0
6392;3328 101 2022 02 03 1;3328;03/02/22;BANJIR;Kec. Jatinegara  Ds. Capar;TEGAL;JAWA TENGAH;Dokumentasi;dipicu akibat hujan dengan intensitas lebat yang terjadi di wilayah Kab. Tegal dan menyebabkan meluapnya DAS Cacaban dan menggenangi rumah warga;;;;0;25;0
6393;3214 104 2022 02 03 1;3214;03/02/22;GELOMBANG PASANG / ABRASI;Kec. Pesawahan Ds. Pesawahan Kamp. Cipamangkat;PURWAKARTA;JAWA BARAT;Dokumentasi;Akibat cuaca ekstrem disertai struktur tanah yang labil;;;;3;;0
6394;5310 104 2022 02 03 1;5310;03/02/22;GELOMBANG PASANG / ABRASI;Kec.  Lela Ds. Lela;SIKKA;NUSA TENGGARA TIMUR;Dokumentasi;Gelombang tinggi;;;;0;3;0
6395;3505 105 2022 02 03 1;3505;03/02/22;PUTING BELIUNG;Kec. Kademangan Ds. Pakisaji;BLITAR;JAWA TIMUR;Dokumentasi;Dipicu hujan disertai angin kencang;;;1;13;;0
6396;3511 105 2022 02 03 1;3511;03/02/22;PUTING BELIUNG;Kec.  Botolinggo Ds. Lumutan Ds. Lanas;BONDOWOSO;JAWA TIMUR;Dokumentasi;Dipicu hujan dengan intensitas intensitas tinggi disertai angin kencang;;;;13;;0
6397;3207 102 2022 02 03 1;3207;03/02/22;TANAH LONGSOR;Kec.  Ciamis Ds. Linggarsari;CIAMIS;JAWA BARAT;Dokumentasi;Hujan dengan intensitas tinggi mengakibatkan Tanah Longsor;;;;2;;0
6398;7318 105 2022 02 03 1;7318;03/02/22;PUTING BELIUNG;Kec.  Saluputti Ds. Lembang Rea;TANA TORAJA;SULAWESI SELATAN;Dokumentasi;hujan disertai angin kencang;;;;0;;0
6399;3301 105 2022 02 03 1;3301;03/02/22;PUTING BELIUNG;Kec. Wanareja Ds. Sidamulya;CILACAP;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas sedang disertai angin kencang dan petir;;;;24;;2
6400;1904 107 2022 02 02 1;1904;02/02/22;KEBAKARAN HUTAN DAN LAHAN;Desa Arung Dalam Kecamatan Kob;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;;;;;0;;0
6401;7318 105 2022 02 02 1;7318;02/02/22;PUTING BELIUNG;Kec.  Makale   Kel. Ariang;TANA TORAJA;SULAWESI SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;3;;0
6402;3402 105 2022 02 02 1;3402;02/02/22;PUTING BELIUNG;Kec. Banguntapan Kel. Baturetno Kel. Banguntapan Kel. Potorono Kec. Kasihan Kel. Bangunjiwo Kel. Tirtonirmolo Kel. Tamantirto Kec. Bantul Kel. Palbapang;BANTUL;DI YOGYAKARTA;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;23;;0
6403;3403 105 2022 02 02 1;3403;02/02/22;PUTING BELIUNG;Kec. Playen Ds. Ngunut;GUNUNGKIDUL;DI YOGYAKARTA;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;2;;0
6404;5311 104 2022 02 02 1;5311;02/02/22;GELOMBANG PASANG / ABRASI;Kec. Nangpenda Ds. Odorea;ENDE;NUSA TENGGARA TIMUR;Dokumentasi; Pada tgl 01 Februari Dan 02 Februari 2022 terjadi ombak tinggi yang mengakibatkan terjadi pengikisan tanah oleh air laut atau abrasi yang mengakibatkan tembok penahan kampun;;;;0;;1
6405;3505 105 2022 02 02 1;3505;02/02/22;PUTING BELIUNG;Kec. Wates Ds. Purworejo;BLITAR;JAWA TIMUR;Dokumentasi;Dipicu hujan lebat disertai angin kencang;;;;0;;0
6406;3404 105 2022 02 02 1;3404;02/02/22;PUTING BELIUNG;Kec. Seyegan Kel. Margoluwih Kel. Margodadi Kec. Berbah Kel. Sendangtirto;SLEMAN;DI YOGYAKARTA;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;29;;0
6407;3471 105 2022 02 02 1;3471;02/02/22;PUTING BELIUNG;Kec. Umbulharjo Kel. Umbulharjo;KOTA YOGYAKARTA;DI YOGYAKARTA;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;2;;0
6408;3329 102 2022 02 02 1;3329;02/02/22;TANAH LONGSOR;Kec. Bantarkawung Ds. Jipang;BREBES;JAWA TENGAH;Dokumentasi;Dipicu hujan dan tanah yang labil mengakibatkan tanah longsor;;;;0;;0
6409;1803 105 2022 02 02 1;1803;02/02/22;PUTING BELIUNG;Kec. Way Panji Ds. Sidomakmur Dsn. 1 Solo;LAMPUNG SELATAN;LAMPUNG;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;1;;0
6410;3513 105 2022 02 02 1;3513;02/02/22;PUTING BELIUNG;Kec. Lumbang Ds. Wonogoro Ds. Lumbang Ds. Purut Lumbang;PROBOLINGGO;JAWA TIMUR;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;15;;0
6411;3301 105 2022 02 02 1;3301;02/02/22;PUTING BELIUNG;Kec. Cipari Ds. Cipari Kec. Gandrungmangu Ds. Gintungreja Kec. Patimuan Ds. Patimuan Ds. Sidamukti Kec. Kampunglaut Ds. Ujung Gagak;CILACAP;JAWA TENGAH;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;4;;0
6412;3329 102 2022 02 01 1;3329;01/02/22;TANAH LONGSOR;Kec. Paguyangan Ds. Jipang Bantarkawung;BREBES;JAWA TENGAH;Dokumentasi; Dipicu akibat hujan dengan intensitas lebat dan kondisi tanah yang labil sehingga menimbulkan tanah longsor;;;;1;;0
6413;3520 105 2022 02 01 1;3520;01/02/22;PUTING BELIUNG;Kec. Ngariboyo Ds. Banjarejo;MAGETAN;JAWA TIMUR;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;3;1;;0
6414;3509 105 2022 02 01 1;3509;01/02/22;PUTING BELIUNG;Kec. Kalisat Ds. Glagawero;JEMBER;JAWA TIMUR;Dokumentasi; Dipicu hujan dengan intensitas tinggi disertai angin puting beliung;;;;1;;0
6415;1108 107 2022 02 01 1;1108;01/02/22;KEBAKARAN HUTAN DAN LAHAN;Kec. Lembah Seulawah Jl. Banda Aceh-Medan di depan SPN Saree;ACEH BESAR;ACEH;Dokumentasi; Masih dalam penyelidikan pihak berwajib;;;;0;;0
6416;3201 105 2022 02 01 1;3201;01/02/22;PUTING BELIUNG;Kec. Megamendung Ds. Cipayung;BOGOR;JAWA BARAT;Dokumentasi; Dipicu curah hujan yang tinggi disertai angin kencang;;;;28;;1
